species;cultivar_variety;family;plant_functional_type;population_year;refkey;gm_original;gm_original_SD;gm_original_SE;number_of_measurements;unit_original;gm_1bar;gm;method;variant;method_reference;air_pressure;PPFD;blue_light;temperature;temperature_type;AnCi_min;AnCi_max;AnCi_n;Ca_gas_exchange;Ca_gm;Ci_calc;rH;VPD;O2;flow_rate;cuvette_size;device_gas_exchange;fluorometer_spectroscope;hour;leaves_used;growth_location;growth_longitude;growth_latitude;growth_elevation;growth_environment;hydroponic;potted;pot_size;growth_irradiance;growth_temperature_day;growth_temperature_night;growth_rH;growth_Ca;growth_daylength;plant_age;An;gs_CO2;Ci;Cc;Ci-Cc;Rd;Rl;photorespiration;Gammastar;Cistar;Vcmax_Ci;Vcmax_Ci_25;Vcmax_Cc;Vcmax_Cc_25;Rubisco_constants_Ci_reference;Rubisco_constants_Cc_reference;Jmax_Ci;Jmax_Cc;TPU;Vpmax;J_fluorescence;kCA_activity;CA_activity;Delta_18O;Delta_13C;delta_13C;bulk_elastic_modulus;K_leaf;K_xylem;K_outside_xylem;N_g_m2;N_%DW;K_g_m2;K_%DW;P_g_m2;P_%DW;N%_Rubisco;N%_bioenergetics;N%_light_harvesting;N%_photosynthetic_apparatus;N%_cell_wall;Soluble_Protein;Rubisco;Rubisco_activity;Rubisco_activation_state;Chl_a;Chl_b;Chl_total;Chl_a/b;leaf_starch_%DW;leaf_starch_g_m2;LMA;leaf_width;T_leaf;D_leaf;T_mesophyll;T_palisade_mesophyll;T_spongy_mesophyll;fias_mesophyll;interveinal_distance;T_epidermis_adaxial;T_epidermis_abaxial;stomatal_index;stomatal_density;stomatal_density_adaxial;stomatal_density_abaxial;stomatal_area;stomatal_area_adaxial;stomatal_area_abaxial;stomatal_length;stomatal_length_adaxial;stomatal_length_abaxial;stomatal_width;T_cw;T_cyt;T_chloroplast;chloroplast_length;chloroplast_width;chloroplast_surface_area;Sm;Sc;Sb;ls_rel;lm_rel;lb_rel;Ls;Lm;location_in_reference;outlier;included_in_Knauer_et_al_2022;mesophyll_thickness;stomatal_conductance;substomatal_conc;compensation_point;ias_conductance;mesophyll_conductance*;d_mesophyll_conductance*;d_stomatal_conductance;d_ias_conductance;gamma;dgamma_low;dgamma_high;tau;dtau_low;dtau_high
Taxus baccata;;Taxaceae;evergreen gymnosperms;;Veromann-Juergenson_2017;0,026;;;;mol m-2 s-1;0,026;0,026;C;;Ethier_2004;;1000,0;10,0;25,0;leaf;50,0;2000,0;;400,0;;;53,0;1,5;;;8,0;GFS-3000;;;fully mature non-senescent foliage;;;;;controlled-conditions phytotron;0;0;;1000,0;25,0;22,0;60,0;;13,0;244,0;7,76;0,057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,077;2,248;;;;;;;;;;;;;;;;;;;;270,3;;689,0;0,392;608,4;;;0,3;;;;;;;;;;;;;;;0,876;0,087;3,1;;;;15,52;13,21;;;;;;;personal communication Veromann-Juergenson (2020);0;0;608,4;0,057;263,859649122807;39,8982;0,42325050343405;0,03464882027864037;0,0034648820278640373;0,0057;0,042325050343405;0,26921771806232964;0,035292699222678026;0,040935688276787174;0,4158094653593206;0,029684930834923073;0,03231570231963199
Taxus cuspidata;;Taxaceae;evergreen gymnosperms;;Carriqui_2020;0,086;;0,011;5,0;mol m-2 s-1;0,086;0,086;F;variable J;Harley_1992;;1500,0;10,0;25,0;block;50,0;2000,0;12,0;400,0;;;45,0;1,75;;;2,0;LI-6400;LI-6400-40;10:00-17:00;young fully expanded leaves;University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;1;15,0;;;;;;;;8,0;0,056;236,0;137,0;99,0;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;207,0;;647,0;0,32;472,0;;;0,36;;;;;;;;;;;;;;;0,798;0,526;;3,9;;;35,3;22,1;;38,2;26,0;35,8;;;Table 1;0;1;472,0;0,056;236,0;39,8982;0,6546752702269728;0,04079513803544894;0,004079513803544894;0,005600000000000001;0,06546752702269729;0,17131878517180615;0,02221144463771471;0,025930013908825905;0,36066667525222823;0,025229756594176478;0,028003337063646827
Thelypteris dentata;;Thelypteridaceae;ferns;;Nishida_2015;0,036;;0,001;3,0;mol m-2 s-1;0,036;0,032;I;;Evans_2013;;500,0;12,5;26,5;leaf;;;;400,0;400,0;;57,0;1,5;;500,0;;;QC-TILDAS-ISO;;fully expanded mature leaf;;;;;glasshouse;0;1;3,0;221,0;20,7;20,7;74,0;;;;6,7;;309,3;118,1;191,2;0,46;;;;;;;35,6;35,6;;;;58,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,7;;149,9;;;;;0,208;;;;;;;;;;;;;;;0,3;;3,97;;6,65;;9,0;5,0;;;;;;;Table 3: first column (Ca = 400 umol/mol);0;1;123,7859938386953;0,073869900771775;309,3;39,8982;1,4423055050413485;0,02486991549425431;0,0024869915494254314;0,0073869900771775;0,14423055050413486;0,10239530229651582;0,013686964489910136;0,015230522452871459;0,18691247463087818;0,012737475453925923;0,013979539231997185
Thuja plicata;;Cupressaceae;evergreen gymnosperms;;Carriqui_2020;0,062;;0,011;5,0;mol m-2 s-1;0,062;0,062;F;variable J;Harley_1992;;1500,0;10,0;25,0;block;50,0;2000,0;12,0;400,0;;;45,0;1,75;;;2,0;LI-6400;LI-6400-40;10:00-17:00;young fully expanded leaves;University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;1;15,0;;;;;;;;7,4;0,055;247,0;110,0;137,0;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;201,0;;767,0;0,26;685,0;;;0,307;;;;;;;;;;;;;;;0,602;0,311;;5,17;;;48,5;34,0;;35,5;35,7;28,8;;;Table 1;0;1;685,0;0,055;247,0;39,8982;0,3846920736292347;0,03573122010528156;0,0035731220105281562;0,0055000000000000005;0,038469207362923474;0,2859218169989243;0,03751103434967362;0,043167544206567376;0,44495148527076267;0,03205917488365001;0,03444120439346382
Triticum aestivum;cv. Yangmai 16;Poaceae;C3 annual herbaceous;;Lu_2019b;0,219;;0,035;6,0;mol m-2 s-1;0,219;0,219;F;variable J;Harley_1992;;1200,0;10,0;25,0;leaf;50,0;1000,0;;400,0;400,0;;45,0;1,74;;500,0;;LI-6400XT;LI-6400-40;;nonsenescent fully expanded leaves;;;;;environmentally controlled growth chamber;1;0;;600,0;22,0;18,0;45,0;380,0;14,0;35,0;18,3;0,146;;;;;;;;;;;;;;;;;;;179,0;;;;;;;11,0;24,8;24,6;;;1,229;4,57;;;;;;;;;;;;;;;;;;26,9;10,3;202,2;0,138;;;;0,215;;;;;;;;;;;;;;;0,145;;;;;;12,21;10,2;;;;;;;Table 2: CK (Control);0;1;166,97483625206263;0,146;274,6575342465753;39,8982;1,105230516463733;0,07795217199235588;0,007795217199235588;0,0146;0,11052305164637331;0,26359347539512057;0,03432993302359649;0,03996412494306223;0,3852609339700881;0,02763352706809946;0,029307362442903606
Triticum x Secale;cv. DoubleTake;Poaceae;C3 annual herbaceous;;Kodama_2011;0,338;0,127;;7,0;mol m-2 s-1;0,338;0,338;I;;Barbour_2010;;1500,0;;25,0;block;;;;450,0;450,0;;52,0;1,52;;;;LI-6400;TGA100A;;youngest fully expanded leaves;;;;;controlled environment growth chamber;0;1;5,0;750,0;25,0;25,0;75,0;;16,0;56,0;20,93;;355,9;;;;;;;;;;;;;;;;;;;;1843,0;34,96;17,69;;;;;;;;;;;;;;;;;;;138,25;;;;;;;;;;;;267,7;;;0,298;;;;;;;;;;;;;;;;;;;;;;8,3;;;;;;;Figure 7a: mean of all points;0;1;267,7;0,2224229543039319;355,9;39,8982;0,9555057984585261;0,06623379993405101;0,006623379993405102;0,022242295430393192;0,09555057984585262;0,46550166438196927;0,06072748639561559;0,0710471360445405;0,38120923455156797;0,02696383234870242;0,029813523362132333
Vitis vinifera;cv. Cabernet Sauvignon;Vitaceae;deciduous angiosperms;year 2013;Montero_2017;0,157;;;;mol m-2 s-1;0,157;0,114;F;variable J;Harley_1992;;1500,0;;30,0;leaf;;;;400,0;400,0;;65,0;1,5;;;;LI-6400;LI-6400-40;;first fully expanded leaf;Palma de Mallorca, Spain;;;;outdoors;0;1;;;;;;;;;11,9;0,174;;;;;;;;;;;231,79;150,08;;;;145,49;7,4;;148,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163,9;;138,8;61,4;77,4;0,134;;11,6;12,4;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3: NI (non-infected) treatment only, July 2013 only (to match anatomical measurements);0;1;138,8;0,174;331,60919540229884;39,8982;0,8286683775879679;0,04079379998545719;0,0040793799985457185;0,0174;0,08286683775879679;0,4199018347808565;0,05472300294698834;0,06292494209785882;0,3190509741642549;0,02287492591228424;0,024389368046105142
Vitis vinifera;cv. Cabernet Sauvignon;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,146;;0,012;6,0;mol m-2 s-1;0,146;0,106;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;17,14;0,175;;;127,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153,1;;117,8;43,1;74,7;0,2;;;;;;;;;;;;;;;0,116;0,135;0,86;3,71;;;16,02;11,94;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;117,8;0,175;302,0571428571428;39,8982;1,4573039405165593;0,06538018430040751;0,006538018430040752;0,017499999999999998;0,14573039405165594;0,24002482540988712;0,031497394008002305;0,037312947490802884;0,30424473649988604;0,021474907036373725;0,022866499721928446
Vitis vinifera;cv. Escursac;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,215;;0,007;6,0;mol m-2 s-1;0,215;0,155;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;17,79;0,174;;;92,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;167,1;;135,4;42,5;92,9;0,279;;;;;;;;;;;;;;;0,158;0,176;1,14;3,27;;;23,26;16,8;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;135,4;0,174;297,7586206896552;39,8982;1,7686869560489413;0,06899081275218635;0,006899081275218636;0,0174;0,17686869560489415;0,19637272562388178;0,025382348320280246;0,03070448302867257;0,2830276536017561;0,02012493644190283;0,02093591847483306
Vitis vinifera;cv. Giro Ros;Vitaceae;deciduous angiosperms;year 2013;ElAou-ouad_2016;0,252;;0,023;5,0;mol m-2 s-1;0,252;0,182;F;;Harley_1992;;1500,0;10,0;30,0;block;0,0;2000,0;;400,0;400,0;;50,0;1,5;;;;LI-6400;LI-6400-40;;fully expanded leaves from middle shoot position;University of Balearic Islands, Mallorca, Spain;;;;greenhouse, outdoors;0;1;10,0;;23,0;23,0;80,0;;;;15,27;0,137;;;;;;;;;;;209,9;135,91;;Bernacchi_2002;;135,2;;;;;;;;;;;;;;;;;;;;;;;;1,62;;;;0,056;0,016;0,072;3,5;;;45,1;;189,5;0,24;166,0;68,1;97,9;0,325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3: Giro-ros cultivar (year 2013), NI (non-infected) and Control;0;1;166,0;0,137;288,54014598540147;39,8982;1,680508474779412;0,06141361200936124;0,006141361200936124;0,013700000000000002;0,1680508474779412;0,1632992514932169;0,021739147217379462;0,02440850533009642;0,27332450785702883;0,019150299773164736;0,02124531977680233
Vitis vinifera;cv. Grenache;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,18;;0,016;6,0;mol m-2 s-1;0,18;0,13;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;15,02;0,151;;;134,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173,0;;129,5;41,4;88,1;0,219;;;;;;;;;;;;;;;0,161;0,182;0,93;2,76;;;23,31;15,49;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;129,5;0,151;300,5298013245033;39,8982;1,451576004565031;0,05762923576293084;0,005762923576293084;0,0151;0,1451576004565031;0,20829579842835205;0,027607362443718114;0,03116650149913891;0,28596736113330934;0,020098136785822895;0,021480176923728334
Vitis vinifera;cv. Malvasia de Banyalbufar;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,193;;0,011;6,0;mol m-2 s-1;0,193;0,14;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;18,33;0,189;;;105,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150,6;;124,5;53,3;71,2;0,266;;;;;;;;;;;;;;;0,145;0,159;1,04;3,61;;;26,23;21,32;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;124,5;0,189;303,015873015873;39,8982;1,8339087355541477;0,06966464772168386;0,006966464772168387;0,0189;0,18339087355541478;0,2056232711019173;0,026659137611803968;0,031179568275303965;0,27886213403592575;0,0189503458069617;0,02145185760531687
Vitis vinifera;cv. Malvasía de Banyalbufar;Vitaceae;deciduous angiosperms;year 2013;Montero_2017;0,124;;;;mol m-2 s-1;0,124;0,09;F;variable J;Harley_1992;;1500,0;;30,0;leaf;;;;400,0;400,0;;65,0;1,5;;;;LI-6400;LI-6400-40;;first fully expanded leaf;Palma de Mallorca, Spain;;;;outdoors;0;1;;;;;;;;;13,57;0,19;;;;;;;;;;;210,7;136,42;;;;151,0;7,6;;151,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150,3;;127,1;65,9;64,2;0,13;;11,3;10,3;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3: NI (non-infected) treatment only, July 2013 only (to match anatomical measurements);0;1;127,1;0,19;328,57894736842104;39,8982;0,8779367641648539;0,04700694495113542;0,004700694495113542;0,019000000000000003;0,08779367641648539;0,43363724038759754;0,05789647884264221;0,06535941392385569;0,33314470636781046;0,023285315972447818;0,02566315386173279
Vitis vinifera;cv. Manto Negro;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,148;;0,009;6,0;mol m-2 s-1;0,148;0,107;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;14,37;0,141;;;113,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162,6;;130,6;44,9;85,7;0,216;;;;;;;;;;;;;;;0,157;0,195;0,99;3,21;;;23,09;16,19;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;130,6;0,141;298,0851063829787;39,8982;1,4196327452395003;0,055657353819036894;0,00556573538190369;0,0141;0,14196327452395005;0,19807545385111308;0,02555899467081932;0,03034549559146918;0,2834507570207575;0,01962880079329099;0,02118902967581804
Vitis vinifera;cv. Pinot Noir;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,149;;0,011;6,0;mol m-2 s-1;0,149;0,108;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;14,74;0,146;;;111,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158,8;;128,0;46,2;81,8;0,159;;;;;;;;;;;;;;;0,129;0,161;1,0;3,38;;;22,92;17,01;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;128,0;0,146;299,04109589041093;39,8982;1,0662341510415334;0,05687981508948409;0,005687981508948409;0,0146;0,10662341510415335;0,2737334963658768;0,03626406280504996;0,04233740400057451;0,33251562966597603;0,02360780960670944;0,02535266155332594
Vitis vinifera;cv. Tempranillo;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,154;;0,009;6,0;mol m-2 s-1;0,154;0,111;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;14,73;0,138;;;108,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;167,6;;142,6;53,4;89,2;0,24;;;;;;;;;;;;;;;0,152;0,177;1,06;3,22;;;27,11;18,22;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;142,6;0,138;293,2608695652174;39,8982;1,4446317323381541;0,05813800440797926;0,005813800440797927;0,013800000000000002;0,1444631732338154;0,19087440187065835;0,02498627197002154;0,028217783298937094;0,28732415295279917;0,02024190528286879;0,02129872128105753
Ziziphus spina-christi;;Rhamnaceae;evergreen angiosperms;;Zait_2019;0,069;0,014;;6,0;mol m-2 s-1;0,069;0,065;F;variable J;Harley_1992;;1500,0;;25,9;leaf;50,0;1600,0;12,0;400,0;;;55,0;1,5;;300,0;2,0;LI-6400;LI-6400-40;08:00-11:00;youngest fully expanded leaves (usually between the fifth and seventh from the apical shoot);;;;;controlled greenhouse;0;1;10,0;;22,0;16,0;;;;548,0;14,6;0,143;;;;;0,6;;;29,9;;;84,7;78,24;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;87,7;;160,6;;;;;0,128;;;;;252,2;;;;;;;;;;;;;;;;6,9;;;;;;;;Figure 3e: 6 measurements around leaf temperature of 25degC;0;1;132,62195203798842;0,143;297,9020979020979;39,8982;0,8284379546151861;0,0565882923425448;0,005658829234254481;0,0143;0,08284379546151861;0,3450699985620931;0,04532858994703293;0,053677882529250265;0,3784038866027982;0,026628270821896727;0,029321718263392083
