species;cultivar_variety;family;plant_functional_type;population_year;refkey;gm_original;gm_original_SD;gm_original_SE;number_of_measurements;unit_original;gm_1bar;gm;method;variant;method_reference;air_pressure;PPFD;blue_light;temperature;temperature_type;AnCi_min;AnCi_max;AnCi_n;Ca_gas_exchange;Ca_gm;Ci_calc;rH;VPD;O2;flow_rate;cuvette_size;device_gas_exchange;fluorometer_spectroscope;hour;leaves_used;growth_location;growth_longitude;growth_latitude;growth_elevation;growth_environment;hydroponic;potted;pot_size;growth_irradiance;growth_temperature_day;growth_temperature_night;growth_rH;growth_Ca;growth_daylength;plant_age;An;gs_CO2;Ci;Cc;Ci-Cc;Rd;Rl;photorespiration;Gammastar;Cistar;Vcmax_Ci;Vcmax_Ci_25;Vcmax_Cc;Vcmax_Cc_25;Rubisco_constants_Ci_reference;Rubisco_constants_Cc_reference;Jmax_Ci;Jmax_Cc;TPU;Vpmax;J_fluorescence;kCA_activity;CA_activity;Delta_18O;Delta_13C;delta_13C;bulk_elastic_modulus;K_leaf;K_xylem;K_outside_xylem;N_g_m2;N_%DW;K_g_m2;K_%DW;P_g_m2;P_%DW;N%_Rubisco;N%_bioenergetics;N%_light_harvesting;N%_photosynthetic_apparatus;N%_cell_wall;Soluble_Protein;Rubisco;Rubisco_activity;Rubisco_activation_state;Chl_a;Chl_b;Chl_total;Chl_a/b;leaf_starch_%DW;leaf_starch_g_m2;LMA;leaf_width;T_leaf;D_leaf;T_mesophyll;T_palisade_mesophyll;T_spongy_mesophyll;fias_mesophyll;interveinal_distance;T_epidermis_adaxial;T_epidermis_abaxial;stomatal_index;stomatal_density;stomatal_density_adaxial;stomatal_density_abaxial;stomatal_area;stomatal_area_adaxial;stomatal_area_abaxial;stomatal_length;stomatal_length_adaxial;stomatal_length_abaxial;stomatal_width;T_cw;T_cyt;T_chloroplast;chloroplast_length;chloroplast_width;chloroplast_surface_area;Sm;Sc;Sb;ls_rel;lm_rel;lb_rel;Ls;Lm;location_in_reference;outlier;included_in_Knauer_et_al_2022;mesophyll_thickness;stomatal_conductance;substomatal_conc;compensation_point;ias_conductance;mesophyll_conductance*;d_mesophyll_conductance*;d_stomatal_conductance;d_ias_conductance;gamma;dgamma_low;dgamma_high;tau;dtau_low;dtau_high
Taxus baccata;;Taxaceae;evergreen gymnosperms;;Veromann-Juergenson_2017;0,026;;;;mol m-2 s-1;0,026;0,026;C;;Ethier_2004;;1000,0;10,0;25,0;leaf;50,0;2000,0;;400,0;;;53,0;1,5;;;8,0;GFS-3000;;;fully mature non-senescent foliage;;;;;controlled-conditions phytotron;0;0;;1000,0;25,0;22,0;60,0;;13,0;244,0;7,76;0,057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,077;2,248;;;;;;;;;;;;;;;;;;;;270,3;;689,0;0,392;608,4;;;0,3;;;;;;;;;;;;;;;0,876;0,087;3,1;;;;15,52;13,21;;;;;;;personal communication Veromann-Juergenson (2020);0;0;608,4;0,057;263,859649122807;39,8982;0,42325050343405;0,03464882027864037;0,0034648820278640373;0,0057;0,042325050343405;0,2706023366532914;0,038614165530095584;0,03439037243093179;0,41425018450175066;0,028737685144483327;0,028565617628801887
Taxus cuspidata;;Taxaceae;evergreen gymnosperms;;Carriqui_2020;0,086;;0,011;5,0;mol m-2 s-1;0,086;0,086;F;variable J;Harley_1992;;1500,0;10,0;25,0;block;50,0;2000,0;12,0;400,0;;;45,0;1,75;;;2,0;LI-6400;LI-6400-40;10:00-17:00;young fully expanded leaves;University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;1;15,0;;;;;;;;8,0;0,056;236,0;137,0;99,0;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;207,0;;647,0;0,32;472,0;;;0,36;;;;;;;;;;;;;;;0,798;0,526;;3,9;;;35,3;22,1;;38,2;26,0;35,8;;;Table 1;0;1;472,0;0,056;236,0;39,8982;0,6546752702269728;0,04079513803544894;0,004079513803544894;0,005600000000000001;0,06546752702269729;0,17317350772373344;0,023812804635767765;0,02239652213292742;0,36226037061873695;0,0273961591038423;0,02763439190568584
Thelypteris dentata;;Thelypteridaceae;ferns;;Nishida_2015;0,036;;0,001;3,0;mol m-2 s-1;0,036;0,032;I;;Evans_2013;;500,0;12,5;26,5;leaf;;;;400,0;400,0;;57,0;1,5;;500,0;;;QC-TILDAS-ISO;;fully expanded mature leaf;;;;;glasshouse;0;1;3,0;221,0;20,7;20,7;74,0;;;;6,7;;309,3;118,1;191,2;0,46;;;;;;;35,6;35,6;;;;58,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,7;;149,9;;;;;0,208;;;;;;;;;;;;;;;0,3;;3,97;;6,65;;9,0;5,0;;;;;;;Table 3: first column (Ca = 400 umol/mol);0;1;123,7859938386953;0,073869900771775;309,3;39,8982;1,4423055050413485;0,02486991549425431;0,0024869915494254314;0,0073869900771775;0,14423055050413486;0,1022073305035114;0,013803314453012833;0,014689986721554582;0,18678815191267192;0,012697874540254561;0,014579580101235529
Thuja plicata;;Cupressaceae;evergreen gymnosperms;;Carriqui_2020;0,062;;0,011;5,0;mol m-2 s-1;0,062;0,062;F;variable J;Harley_1992;;1500,0;10,0;25,0;block;50,0;2000,0;12,0;400,0;;;45,0;1,75;;;2,0;LI-6400;LI-6400-40;10:00-17:00;young fully expanded leaves;University of Balearic Islands, Mallorca, Spain;;;;outdoors;0;1;15,0;;;;;;;;7,4;0,055;247,0;110,0;137,0;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;201,0;;767,0;0,26;685,0;;;0,307;;;;;;;;;;;;;;;0,602;0,311;;5,17;;;48,5;34,0;;35,5;35,7;28,8;;;Table 1;0;1;685,0;0,055;247,0;39,8982;0,3846920736292347;0,03573122010528156;0,0035731220105281562;0,0055000000000000005;0,038469207362923474;0,2883469612575456;0,03998611997704443;0,04293383021343289;0,4448357803270805;0,03075962545567823;0,030363182600824212
Triticum aestivum;cv. Yangmai 16;Poaceae;C3 annual herbaceous;;Lu_2019b;0,219;;0,035;6,0;mol m-2 s-1;0,219;0,219;F;variable J;Harley_1992;;1200,0;10,0;25,0;leaf;50,0;1000,0;;400,0;400,0;;45,0;1,74;;500,0;;LI-6400XT;LI-6400-40;;nonsenescent fully expanded leaves;;;;;environmentally controlled growth chamber;1;0;;600,0;22,0;18,0;45,0;380,0;14,0;35,0;18,3;0,146;;;;;;;;;;;;;;;;;;;179,0;;;;;;;11,0;24,8;24,6;;;1,229;4,57;;;;;;;;;;;;;;;;;;26,9;10,3;202,2;0,138;;;;0,215;;;;;;;;;;;;;;;0,145;;;;;;12,21;10,2;;;;;;;Table 2: CK (Control);0;1;166,97483625206263;0,146;274,6575342465753;39,8982;1,105230516463733;0,07795217199235588;0,007795217199235588;0,0146;0,11052305164637331;0,26992565187063045;0,03676924727084063;0,03615204545647144;0,3879673602272138;0,027596674032554724;0,027100341673678252
Triticum x Secale;cv. DoubleTake;Poaceae;C3 annual herbaceous;;Kodama_2011;0,338;0,127;;7,0;mol m-2 s-1;0,338;0,338;I;;Barbour_2010;;1500,0;;25,0;block;;;;450,0;450,0;;52,0;1,52;;;;LI-6400;TGA100A;;youngest fully expanded leaves;;;;;controlled environment growth chamber;0;1;5,0;750,0;25,0;25,0;75,0;;16,0;56,0;20,93;;355,9;;;;;;;;;;;;;;;;;;;;1843,0;34,96;17,69;;;;;;;;;;;;;;;;;;;138,25;;;;;;;;;;;;267,7;;;0,298;;;;;;;;;;;;;;;;;;;;;;8,3;;;;;;;Figure 7a: mean of all points;0;1;267,7;0,2224229543039319;355,9;39,8982;0,9555057984585261;0,06623379993405101;0,006623379993405102;0,022242295430393192;0,09555057984585262;0,4712642887544028;0,06346770474423585;0,06180072937362341;0,3827610260795345;0,027814066876781507;0,026524284081955285
Vitis vinifera;cv. Cabernet Sauvignon;Vitaceae;deciduous angiosperms;year 2013;Montero_2017;0,157;;;;mol m-2 s-1;0,157;0,114;F;variable J;Harley_1992;;1500,0;;30,0;leaf;;;;400,0;400,0;;65,0;1,5;;;;LI-6400;LI-6400-40;;first fully expanded leaf;Palma de Mallorca, Spain;;;;outdoors;0;1;;;;;;;;;11,9;0,174;;;;;;;;;;;231,79;150,08;;;;145,49;7,4;;148,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;163,9;;138,8;61,4;77,4;0,134;;11,6;12,4;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3: NI (non-infected) treatment only, July 2013 only (to match anatomical measurements);0;1;138,8;0,174;331,60919540229884;39,8982;0,8286683775879679;0,04079379998545719;0,0040793799985457185;0,0174;0,08286683775879679;0,42616735536760003;0,05571112711771509;0,05810885081567718;0,32229902070209243;0,02340068228377995;0,0249182415125746
Vitis vinifera;cv. Cabernet Sauvignon;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,146;;0,012;6,0;mol m-2 s-1;0,146;0,106;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;17,14;0,175;;;127,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153,1;;117,8;43,1;74,7;0,2;;;;;;;;;;;;;;;0,116;0,135;0,86;3,71;;;16,02;11,94;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;117,8;0,175;302,0571428571428;39,8982;1,4573039405165593;0,06538018430040751;0,006538018430040752;0,017499999999999998;0,14573039405165594;0,24606264962526672;0,033143506247894305;0,035439793354102495;0,3019116148798324;0,02085970850433161;0,02251822382784624
Vitis vinifera;cv. Escursac;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,215;;0,007;6,0;mol m-2 s-1;0,215;0,155;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;17,79;0,174;;;92,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;167,1;;135,4;42,5;92,9;0,279;;;;;;;;;;;;;;;0,158;0,176;1,14;3,27;;;23,26;16,8;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;135,4;0,174;297,7586206896552;39,8982;1,7686869560489413;0,06899081275218635;0,006899081275218636;0,0174;0,17686869560489415;0,20038371462536894;0,029382183644022453;0,030120145784612057;0,2825239327129911;0,019602577063453364;0,02080731761254212
Vitis vinifera;cv. Giro Ros;Vitaceae;deciduous angiosperms;year 2013;ElAou-ouad_2016;0,252;;0,023;5,0;mol m-2 s-1;0,252;0,182;F;;Harley_1992;;1500,0;10,0;30,0;block;0,0;2000,0;;400,0;400,0;;50,0;1,5;;;;LI-6400;LI-6400-40;;fully expanded leaves from middle shoot position;University of Balearic Islands, Mallorca, Spain;;;;greenhouse, outdoors;0;1;10,0;;23,0;23,0;80,0;;;;15,27;0,137;;;;;;;;;;;209,9;135,91;;Bernacchi_2002;;135,2;;;;;;;;;;;;;;;;;;;;;;;;1,62;;;;0,056;0,016;0,072;3,5;;;45,1;;189,5;0,24;166,0;68,1;97,9;0,325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3: Giro-ros cultivar (year 2013), NI (non-infected) and Control;0;1;166,0;0,137;288,54014598540147;39,8982;1,680508474779412;0,06141361200936124;0,006141361200936124;0,013700000000000002;0,1680508474779412;0,16280171866414828;0,02234860210513792;0,0217003449242332;0,2740063053482512;0,02077435782114828;0,02022144669708742
Vitis vinifera;cv. Grenache;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,18;;0,016;6,0;mol m-2 s-1;0,18;0,13;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;15,02;0,151;;;134,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173,0;;129,5;41,4;88,1;0,219;;;;;;;;;;;;;;;0,161;0,182;0,93;2,76;;;23,31;15,49;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;129,5;0,151;300,5298013245033;39,8982;1,451576004565031;0,05762923576293084;0,005762923576293084;0,0151;0,1451576004565031;0,2106223978656489;0,029243094806798986;0,028566537720656676;0,28652504798456063;0,02100799090478722;0,021123603339206487
Vitis vinifera;cv. Malvasia de Banyalbufar;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,193;;0,011;6,0;mol m-2 s-1;0,193;0,14;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;18,33;0,189;;;105,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150,6;;124,5;53,3;71,2;0,266;;;;;;;;;;;;;;;0,145;0,159;1,04;3,61;;;26,23;21,32;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;124,5;0,189;303,015873015873;39,8982;1,8339087355541477;0,06966464772168386;0,006966464772168387;0,0189;0,18339087355541478;0,20894051315265755;0,02884895097455073;0,02895146686448391;0,27920734140226555;0,019750439979942025;0,02032553425107969
Vitis vinifera;cv. Malvasía de Banyalbufar;Vitaceae;deciduous angiosperms;year 2013;Montero_2017;0,124;;;;mol m-2 s-1;0,124;0,09;F;variable J;Harley_1992;;1500,0;;30,0;leaf;;;;400,0;400,0;;65,0;1,5;;;;LI-6400;LI-6400-40;;first fully expanded leaf;Palma de Mallorca, Spain;;;;outdoors;0;1;;;;;;;;;13,57;0,19;;;;;;;;;;;210,7;136,42;;;;151,0;7,6;;151,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150,3;;127,1;65,9;64,2;0,13;;11,3;10,3;;;;;;;;;;;;;;;;;;;;;;;;;;Figure 3: NI (non-infected) treatment only, July 2013 only (to match anatomical measurements);0;1;127,1;0,19;328,57894736842104;39,8982;0,8779367641648539;0,04700694495113542;0,004700694495113542;0,019000000000000003;0,08779367641648539;0,4366314577320293;0,060105604999209916;0,06522773839968438;0,33328830956056976;0,02220339746686728;0,022187469514994562
Vitis vinifera;cv. Manto Negro;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,148;;0,009;6,0;mol m-2 s-1;0,148;0,107;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;14,37;0,141;;;113,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162,6;;130,6;44,9;85,7;0,216;;;;;;;;;;;;;;;0,157;0,195;0,99;3,21;;;23,09;16,19;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;130,6;0,141;298,0851063829787;39,8982;1,4196327452395003;0,055657353819036894;0,00556573538190369;0,0141;0,14196327452395005;0,2015519371283341;0,03053225669491827;0,03031753730664813;0,2845842761394593;0,0184245204299191;0,01945836299924064
Vitis vinifera;cv. Pinot Noir;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,149;;0,011;6,0;mol m-2 s-1;0,149;0,108;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;14,74;0,146;;;111,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158,8;;128,0;46,2;81,8;0,159;;;;;;;;;;;;;;;0,129;0,161;1,0;3,38;;;22,92;17,01;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;128,0;0,146;299,04109589041093;39,8982;1,0662341510415334;0,05687981508948409;0,005687981508948409;0,0146;0,10662341510415335;0,27625433583110565;0,037479434500828135;0,037572584182754276;0,33464928540012795;0,023484744716992134;0,022888436913238108
Vitis vinifera;cv. Tempranillo;Vitaceae;deciduous angiosperms;year 2010;Tomas_2014;0,154;;0,009;6,0;mol m-2 s-1;0,154;0,111;F;variable J;Harley_1992;;1500,0;10,0;30,0;block;;;;400,0;400,0;;;;;;;LI-6400;LI-6400-40;;youngest fully expanded and sun-exposed leaf;;;;;outdoors;0;1;15,0;;;;;;;;14,73;0,138;;;108,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;167,6;;142,6;53,4;89,2;0,24;;;;;;;;;;;;;;;0,152;0,177;1,06;3,22;;;27,11;18,22;;;;;;;Table S2: control treatment, year 2010 only (corresponding to Figure 3b: availability of anatomical measurements);0;1;142,6;0,138;293,2608695652174;39,8982;1,4446317323381541;0,05813800440797926;0,005813800440797927;0,013800000000000002;0,1444631732338154;0,19306416083992944;0,027345123839220303;0,026828367325532537;0,28930569239508724;0,019503700558177517;0,019371139732628884
Ziziphus spina-christi;;Rhamnaceae;evergreen angiosperms;;Zait_2019;0,069;0,014;;6,0;mol m-2 s-1;0,069;0,065;F;variable J;Harley_1992;;1500,0;;25,9;leaf;50,0;1600,0;12,0;400,0;;;55,0;1,5;;300,0;2,0;LI-6400;LI-6400-40;08:00-11:00;youngest fully expanded leaves (usually between the fifth and seventh from the apical shoot);;;;;controlled greenhouse;0;1;10,0;;22,0;16,0;;;;548,0;14,6;0,143;;;;;0,6;;;29,9;;;84,7;78,24;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;87,7;;160,6;;;;;0,128;;;;;252,2;;;;;;;;;;;;;;;;6,9;;;;;;;;Figure 3e: 6 measurements around leaf temperature of 25degC;0;1;132,62195203798842;0,143;297,9020979020979;39,8982;0,8284379546151861;0,0565882923425448;0,005658829234254481;0,0143;0,08284379546151861;0,3514688421372509;0,049080098159181684;0,0501160327466984;0,3796358609418242;0,02825390469443967;0,028145201849794743
